TransactionID,Timestamp,SenderName,SenderAccount,ReceiverName,ReceiverAccount,Amount,PaymentMethod,TransactionType,IsFraud
TXN105171,2025-05-25 17:44:34,Amna Hassan,HBL-25144086,Fatima Usman,Sindh Bank-34797821,46852.94,JazzCash,Bill Payment,0
TXN105172,2025-02-21 23:29:14,Zara Fatima,Bank Alfalah-10706220,Amna Bilal,Sindh Bank-11523450,82380.75,Bank Transfer,Money Transfer,0
TXN105173,2025-05-16 11:51:56,Yasir Nida,Sindh Bank-87487644,Shahid Noman,MCB-13265341,19198.59,UBL Omni,Bill Payment,0
TXN105174,2025-07-07 08:24:36,Ahmed Nida,Sindh Bank-96239848,Hina Tariq,Sindh Bank-63345578,45308.0,Easypaisa,Cash Withdrawal,0
TXN105175,2025-04-25 10:43:04,Nida Mehdi,Sindh Bank-13922989,Bilal Mehdi,Faysal Bank-58719259,62357.24,Easypaisa,Deposit,0
TXN105176,2025-05-24 23:01:30,Hina Mehdi,Sindh Bank-66776036,Khan Mehdi,Askari Bank-82254677,66253.71,HBL Konnect,Deposit,0
TXN105177,2025-03-02 01:37:36,Hina Ahmed,Faysal Bank-67001118,Usman Noman,Sindh Bank-51536234,50505.45,Bank Transfer,Bill Payment,0
TXN105178,2025-03-08 07:06:51,Noman Khan,Askari Bank-66759018,Noman Mehdi,MCB-80141374,62861.01,UBL Omni,Money Transfer,0
TXN105179,2025-07-25 19:03:16,Yasir Bilal,UBL-64962584,Tariq Saad,Sindh Bank-11938304,2498.26,JazzCash,Money Transfer,0
TXN105180,2025-04-16 15:44:06,Shahid Amna,HBL-79818019,Usman Usman,Sindh Bank-69374629,8171.43,UBL Omni,Loan Repayment,0
TXN105181,2025-07-24 14:59:35,Hina Hassan,MCB-62662377,Hina Zain,Askari Bank-93580177,22355.7,Easypaisa,Loan Repayment,0
TXN105182,2025-07-26 15:51:06,Saad Ayesha,Askari Bank-42720585,Nida Ahmed,Askari Bank-88098384,76702.39,JazzCash,Loan Repayment,0
TXN105183,2025-05-28 21:59:12,Fatima Zara,Faysal Bank-70036193,Khan Zain,UBL-71822067,92549.73,Bank Transfer,Cash Withdrawal,0
TXN105184,2025-03-30 04:00:39,Imran Hassan,HBL-82983959,Fatima Zara,HBL-39752535,98567.48,UBL Omni,Money Transfer,0
TXN105185,2025-06-13 02:41:36,Fatima Imran,Faysal Bank-94696352,Yasir Shahid,Meezan Bank-15290843,33165.19,HBL Konnect,Money Transfer,0
TXN105186,2025-07-08 23:36:34,Usman Nida,Bank Alfalah-17758847,Noman Mehdi,Faysal Bank-78362323,99428.07,Easypaisa,Cash Withdrawal,0
TXN105187,2025-07-08 16:12:48,Fatima Ahmed,MCB-93329822,Shahid Yasir,Askari Bank-24275323,47411.2,UBL Omni,Money Transfer,0
TXN105188,2025-02-10 17:39:40,Hassan Fatima,Faysal Bank-35162136,Shahid Usman,Faysal Bank-88799699,97517.42,JazzCash,Deposit,0
TXN105189,2025-06-05 20:03:30,Shahid Noman,Bank Alfalah-89138991,Shahid Yasir,Bank Alfalah-80650895,1622.72,Easypaisa,Cash Withdrawal,0
TXN105190,2025-03-23 19:42:53,Imran Ayesha,UBL-37684615,Zara Amna,Askari Bank-73929324,69899.51,Easypaisa,Loan Repayment,0
TXN105191,2025-07-14 16:45:17,Tariq Nida,UBL-52439847,Zara Ahmed,Faysal Bank-45001068,72930.25,Bank Transfer,Deposit,0
TXN105192,2025-06-05 06:18:21,Amna Ali,Bank Alfalah-49935321,Shahid Ali,Meezan Bank-37597767,84207.23,Bank Transfer,Bill Payment,1
TXN105193,2025-04-27 04:02:02,Nida Zara,Faysal Bank-48275463,Usman Zara,UBL-19821325,77808.04,Bank Transfer,Deposit,0
TXN105194,2025-02-09 05:39:55,Ayesha Zain,MCB-63356609,Nida Usman,Meezan Bank-52084661,91387.83,HBL Konnect,Bill Payment,0
TXN105195,2025-04-18 12:38:01,Yasir Bilal,Sindh Bank-18940243,Tariq Amna,Askari Bank-50491574,62620.37,Easypaisa,Loan Repayment,0
TXN105196,2025-03-25 02:54:49,Yasir Usman,Sindh Bank-76318091,Tariq Zain,Meezan Bank-69459022,23312.19,Easypaisa,Money Transfer,0
TXN105197,2025-01-27 18:09:38,Hassan Hina,Askari Bank-74992355,Hina Ayesha,HBL-43458113,58232.97,Easypaisa,Bill Payment,0
TXN105198,2025-06-09 06:42:36,Zain Noman,Faysal Bank-73596535,Ahmed Fatima,Meezan Bank-92569113,8327.55,HBL Konnect,Money Transfer,0
TXN105199,2025-06-22 16:23:20,Usman Saad,Faysal Bank-41436951,Mehdi Tariq,Meezan Bank-86846757,41283.87,JazzCash,Loan Repayment,0
TXN105200,2025-04-30 00:26:32,Khan Ayesha,Bank Alfalah-84939664,Mehdi Mehdi,Faysal Bank-95930998,76134.71,JazzCash,Money Transfer,0
TXN105201,2025-07-09 16:50:13,Amna Noman,MCB-16253978,Bilal Hina,Faysal Bank-74645664,99109.56,UBL Omni,Money Transfer,0
TXN105202,2025-05-27 20:31:34,Imran Saad,Askari Bank-55964734,Nida Zara,MCB-43629576,71853.56,Bank Transfer,Deposit,0
TXN105203,2025-03-18 06:03:08,Tariq Ali,HBL-72894595,Khan Mehdi,Bank Alfalah-95743569,27420.53,JazzCash,Deposit,0
TXN105204,2025-07-26 15:08:05,Shahid Noman,Faysal Bank-24893178,Tariq Zara,MCB-14874738,31370.82,JazzCash,Bill Payment,0
TXN105205,2025-06-27 02:52:07,Amna Imran,Sindh Bank-19913180,Shahid Ahmed,MCB-62632416,21786.54,HBL Konnect,Money Transfer,0
TXN105206,2025-02-15 02:40:47,Noman Hina,Meezan Bank-61484052,Imran Imran,Meezan Bank-85770334,78069.48,UBL Omni,Money Transfer,0
TXN105207,2025-03-26 00:16:59,Hassan Zain,HBL-51170384,Ahmed Nida,Faysal Bank-76474047,91420.94,HBL Konnect,Loan Repayment,0
TXN105208,2025-07-08 22:45:50,Tariq Zara,MCB-22473259,Zain Hassan,Askari Bank-40212555,27715.96,HBL Konnect,Loan Repayment,0
TXN105209,2025-04-29 23:41:21,Hassan Nida,Askari Bank-28149409,Amna Usman,Meezan Bank-69014801,82891.5,JazzCash,Cash Withdrawal,0
TXN105210,2025-05-14 17:23:52,Imran Ahmed,Bank Alfalah-53535153,Shahid Ali,UBL-91041681,11593.31,JazzCash,Cash Withdrawal,0
TXN105211,2025-03-10 04:39:54,Hassan Imran,Bank Alfalah-89550945,Khan Tariq,Askari Bank-67682235,62378.85,Bank Transfer,Deposit,0
TXN105212,2025-06-16 02:29:45,Fatima Ali,Faysal Bank-47454755,Tariq Hina,Askari Bank-11694632,51568.06,JazzCash,Cash Withdrawal,0
TXN105213,2025-05-29 06:43:30,Shahid Shahid,MCB-42049251,Hina Ahmed,Askari Bank-75556657,37877.96,Easypaisa,Deposit,0
TXN105214,2025-05-18 08:18:45,Imran Fatima,Meezan Bank-73333348,Shahid Tariq,Askari Bank-24337155,3249.01,Easypaisa,Money Transfer,0
TXN105215,2025-07-25 17:45:37,Hassan Shahid,HBL-71175259,Shahid Shahid,Meezan Bank-82032234,55068.87,Easypaisa,Bill Payment,0
TXN105216,2025-06-29 07:44:02,Imran Imran,Bank Alfalah-64756637,Khan Usman,Sindh Bank-82752627,26694.1,HBL Konnect,Loan Repayment,0
TXN105217,2025-06-04 06:51:29,Hassan Fatima,Sindh Bank-31592531,Shahid Ayesha,Sindh Bank-11631296,10829.1,Bank Transfer,Cash Withdrawal,0
TXN105218,2025-04-11 15:31:20,Shahid Saad,Meezan Bank-13379615,Saad Zara,MCB-41206068,15646.54,Easypaisa,Bill Payment,0
TXN105219,2025-06-16 06:57:32,Shahid Ali,Askari Bank-12734066,Saad Tariq,Askari Bank-65989784,7363.83,Easypaisa,Money Transfer,0
TXN105220,2025-05-11 14:17:30,Noman Ahmed,Meezan Bank-30078636,Yasir Ali,Meezan Bank-61459094,70445.48,HBL Konnect,Cash Withdrawal,0
TXN105221,2025-04-14 20:57:09,Ali Usman,Bank Alfalah-11678298,Yasir Zain,Sindh Bank-97209458,27366.38,Bank Transfer,Cash Withdrawal,0
TXN105222,2025-04-08 02:09:53,Usman Hina,Faysal Bank-82487813,Tariq Ali,Bank Alfalah-15260020,95008.08,JazzCash,Loan Repayment,0
TXN105223,2025-04-04 18:03:26,Zain Yasir,Sindh Bank-29412030,Mehdi Hina,UBL-60993323,92829.86,JazzCash,Deposit,0
TXN105224,2025-03-26 20:53:28,Usman Yasir,Sindh Bank-63670803,Ayesha Zara,Askari Bank-93891425,35140.65,Bank Transfer,Bill Payment,0
TXN105225,2025-04-23 16:05:35,Nida Mehdi,Meezan Bank-90974498,Bilal Usman,Meezan Bank-50020694,89136.99,UBL Omni,Deposit,0
TXN105226,2025-03-16 09:08:32,Zain Mehdi,Bank Alfalah-49992452,Amna Ayesha,Sindh Bank-79192170,24090.65,Bank Transfer,Money Transfer,0
TXN105227,2025-07-21 16:41:23,Hina Bilal,Meezan Bank-83195216,Amna Bilal,Meezan Bank-98484443,26196.74,UBL Omni,Cash Withdrawal,0
TXN105228,2025-02-01 13:12:52,Hassan Fatima,Faysal Bank-87251536,Usman Zara,HBL-36370977,14948.81,JazzCash,Deposit,0
TXN105229,2025-01-27 22:28:26,Zain Noman,Sindh Bank-74317023,Hassan Zara,HBL-49294976,63082.2,JazzCash,Deposit,0
TXN105230,2025-02-25 21:41:46,Khan Ayesha,UBL-79770956,Shahid Hina,UBL-31185532,54660.41,HBL Konnect,Cash Withdrawal,0
TXN105231,2025-05-14 00:29:12,Bilal Ahmed,Sindh Bank-85345339,Hassan Usman,Askari Bank-44724006,65207.07,Easypaisa,Bill Payment,0
TXN105232,2025-04-09 03:45:03,Bilal Noman,Faysal Bank-94203701,Bilal Shahid,Faysal Bank-82086634,61270.58,HBL Konnect,Deposit,0
TXN105233,2025-04-30 18:59:26,Ahmed Zain,UBL-78630927,Hina Ahmed,HBL-33397834,250.53,JazzCash,Money Transfer,0
TXN105234,2025-04-19 07:49:00,Fatima Hina,Faysal Bank-91545353,Imran Hassan,UBL-85253937,74054.2,Bank Transfer,Cash Withdrawal,0
TXN105235,2025-02-14 19:52:27,Hina Usman,UBL-15528054,Ayesha Ayesha,Askari Bank-60490832,16783.5,UBL Omni,Cash Withdrawal,0
TXN105236,2025-03-02 02:46:56,Shahid Bilal,UBL-19007244,Zain Shahid,HBL-28208914,75379.54,JazzCash,Deposit,0
TXN105237,2025-07-03 23:52:58,Usman Mehdi,Meezan Bank-86210692,Hina Zara,Sindh Bank-33518656,16956.69,JazzCash,Money Transfer,0
TXN105238,2025-06-12 21:55:12,Saad Zain,MCB-56040347,Zara Fatima,Bank Alfalah-87037033,19086.06,UBL Omni,Loan Repayment,0
TXN105239,2025-03-13 23:37:27,Hassan Ayesha,HBL-54136849,Amna Ahmed,MCB-66474682,48915.91,HBL Konnect,Cash Withdrawal,0
TXN105240,2025-06-01 07:31:49,Zara Khan,Meezan Bank-89417330,Saad Hassan,Bank Alfalah-47056256,701.11,Easypaisa,Loan Repayment,0
TXN105241,2025-03-12 07:57:39,Saad Shahid,Faysal Bank-57175775,Hassan Khan,HBL-16628475,35240.43,Bank Transfer,Bill Payment,0
TXN105242,2025-05-24 13:36:18,Usman Amna,Bank Alfalah-50277600,Nida Mehdi,Meezan Bank-98507768,22388.37,HBL Konnect,Loan Repayment,0
TXN105243,2025-05-02 14:37:12,Imran Amna,Faysal Bank-58939882,Imran Tariq,HBL-62802212,75833.87,Bank Transfer,Cash Withdrawal,0
TXN105244,2025-06-04 06:27:21,Yasir Mehdi,MCB-15356750,Zara Noman,Faysal Bank-76293105,435.91,HBL Konnect,Bill Payment,0
TXN105245,2025-01-30 16:01:18,Ahmed Ali,Meezan Bank-93023974,Saad Saad,Askari Bank-82767374,6446.69,UBL Omni,Bill Payment,0
TXN105246,2025-03-19 20:47:59,Ayesha Hassan,UBL-19547091,Bilal Amna,MCB-30504872,28913.27,Bank Transfer,Money Transfer,0
TXN105247,2025-02-22 03:17:33,Imran Ayesha,MCB-45669359,Ayesha Zara,Sindh Bank-95867650,76370.89,JazzCash,Deposit,0
TXN105248,2025-06-09 14:25:35,Yasir Fatima,MCB-79660595,Ali Yasir,Meezan Bank-67005622,30467.37,HBL Konnect,Loan Repayment,0
TXN105249,2025-05-05 15:18:26,Hina Hassan,Meezan Bank-33045644,Ayesha Hina,HBL-67542202,27432.06,HBL Konnect,Cash Withdrawal,0
TXN105250,2025-06-25 04:50:58,Amna Hina,Meezan Bank-34340285,Usman Mehdi,HBL-16502893,99326.59,JazzCash,Deposit,0
TXN105251,2025-04-13 03:20:13,Mehdi Hina,Faysal Bank-73587608,Saad Ali,UBL-85859621,7147.81,UBL Omni,Bill Payment,0
TXN105252,2025-07-03 20:10:56,Zain Ali,HBL-33935376,Ayesha Hassan,Askari Bank-26857128,37552.13,UBL Omni,Cash Withdrawal,0
TXN105253,2025-05-21 11:40:50,Ahmed Shahid,MCB-43365159,Zara Zara,Askari Bank-19641201,16514.73,UBL Omni,Bill Payment,0
TXN105254,2025-02-04 02:58:35,Zara Mehdi,MCB-87099006,Yasir Bilal,Meezan Bank-79455921,64455.29,Easypaisa,Bill Payment,0
TXN105255,2025-03-14 10:22:41,Hina Ali,Sindh Bank-88497711,Bilal Mehdi,Sindh Bank-56826455,55737.84,Bank Transfer,Money Transfer,0
TXN105256,2025-07-02 01:45:34,Tariq Khan,HBL-34959927,Yasir Ahmed,Faysal Bank-52407410,28189.92,JazzCash,Loan Repayment,0
TXN105257,2025-03-21 10:21:55,Khan Ali,Sindh Bank-91216143,Khan Mehdi,UBL-88065336,32616.53,UBL Omni,Cash Withdrawal,0
TXN105258,2025-07-22 09:16:04,Usman Nida,Meezan Bank-36522748,Ayesha Noman,Sindh Bank-41742371,37633.21,HBL Konnect,Cash Withdrawal,1
TXN105259,2025-07-18 06:57:17,Zara Amna,Askari Bank-42873931,Imran Khan,Sindh Bank-50667824,4098.23,Bank Transfer,Money Transfer,0
TXN105260,2025-04-03 08:52:57,Usman Saad,Bank Alfalah-60632097,Amna Ahmed,Bank Alfalah-78324339,11932.98,Bank Transfer,Deposit,0
TXN105261,2025-04-04 09:22:30,Tariq Zain,MCB-77912792,Imran Hassan,Faysal Bank-98721615,41206.49,Bank Transfer,Loan Repayment,0
TXN105262,2025-07-23 22:24:17,Yasir Zara,Askari Bank-74124304,Nida Khan,Meezan Bank-12593489,10301.68,UBL Omni,Money Transfer,0
TXN105263,2025-06-17 15:53:43,Imran Ali,MCB-37862838,Ahmed Hina,Askari Bank-74693358,34704.71,UBL Omni,Loan Repayment,0
TXN105264,2025-07-18 14:16:12,Bilal Tariq,HBL-64991862,Noman Mehdi,UBL-59066719,46714.49,Bank Transfer,Loan Repayment,0
TXN105265,2025-04-01 16:54:48,Tariq Bilal,UBL-61454398,Tariq Zain,HBL-29222350,51092.95,HBL Konnect,Deposit,0
TXN105266,2025-02-04 15:19:38,Ali Tariq,Askari Bank-88529403,Mehdi Tariq,Meezan Bank-30317005,54999.29,UBL Omni,Bill Payment,0
TXN105267,2025-03-17 07:42:23,Ahmed Ayesha,HBL-19799999,Usman Zain,Askari Bank-56554133,16420.26,Easypaisa,Loan Repayment,0
TXN105268,2025-07-27 02:27:06,Ayesha Mehdi,UBL-43631554,Shahid Ahmed,Faysal Bank-34482108,28104.71,Easypaisa,Loan Repayment,0
TXN105269,2025-06-13 05:39:00,Fatima Ayesha,Askari Bank-36996728,Hina Ayesha,Meezan Bank-58294925,15871.0,JazzCash,Bill Payment,0
TXN105270,2025-04-21 13:56:18,Noman Yasir,Faysal Bank-56274281,Hina Shahid,HBL-93576123,72897.94,JazzCash,Cash Withdrawal,0
TXN105271,2025-06-06 16:24:26,Shahid Usman,MCB-33431680,Ayesha Imran,Sindh Bank-73436022,86685.84,Easypaisa,Bill Payment,0
TXN105272,2025-06-12 11:39:36,Fatima Nida,UBL-34578810,Saad Hina,MCB-60940106,88009.11,Bank Transfer,Bill Payment,0
TXN105273,2025-07-25 18:55:22,Hina Imran,Bank Alfalah-19584787,Zain Tariq,Bank Alfalah-52921736,23548.29,Easypaisa,Loan Repayment,0
TXN105274,2025-07-09 20:24:55,Mehdi Noman,Bank Alfalah-60797104,Zain Nida,MCB-61408633,39003.58,Bank Transfer,Cash Withdrawal,0
TXN105275,2025-04-18 11:18:13,Hina Tariq,Sindh Bank-92883151,Ayesha Yasir,UBL-20007427,23299.3,Bank Transfer,Loan Repayment,0
TXN105276,2025-04-02 11:42:51,Yasir Zara,Bank Alfalah-74734664,Saad Yasir,UBL-95829978,14487.75,JazzCash,Loan Repayment,0
TXN105277,2025-07-21 17:40:45,Shahid Zara,Meezan Bank-71968870,Bilal Ahmed,Bank Alfalah-97967316,71803.13,Easypaisa,Money Transfer,0
TXN105278,2025-05-04 22:07:52,Ahmed Khan,Faysal Bank-63531662,Tariq Mehdi,MCB-82381906,16511.34,Bank Transfer,Cash Withdrawal,0
TXN105279,2025-06-02 08:16:09,Tariq Amna,Bank Alfalah-47239974,Amna Ali,UBL-63817537,40019.53,UBL Omni,Money Transfer,0
TXN105280,2025-06-19 14:10:46,Mehdi Khan,Faysal Bank-25688199,Mehdi Tariq,UBL-35391256,66950.2,HBL Konnect,Cash Withdrawal,0
TXN105281,2025-03-17 07:58:37,Fatima Saad,Faysal Bank-17768593,Ahmed Shahid,HBL-29765535,8222.38,Bank Transfer,Cash Withdrawal,0
TXN105282,2025-07-05 19:46:32,Khan Ayesha,HBL-24293523,Khan Bilal,Meezan Bank-26079030,19551.51,HBL Konnect,Loan Repayment,0
TXN105283,2025-06-18 13:21:35,Shahid Hina,Faysal Bank-56652775,Ahmed Mehdi,Meezan Bank-96324881,38430.36,Easypaisa,Bill Payment,0
TXN105284,2025-06-24 17:12:55,Usman Yasir,HBL-26269734,Usman Tariq,Sindh Bank-10561647,93122.2,JazzCash,Cash Withdrawal,0
TXN105285,2025-03-13 20:45:07,Yasir Zara,HBL-69281815,Imran Shahid,Sindh Bank-55140045,8060.67,HBL Konnect,Loan Repayment,0
TXN105286,2025-05-25 22:51:58,Ahmed Amna,Meezan Bank-92340052,Saad Hassan,HBL-32121275,60247.1,Bank Transfer,Loan Repayment,0
TXN105287,2025-03-17 00:47:52,Imran Bilal,UBL-67667053,Bilal Khan,Faysal Bank-75003208,9984.84,UBL Omni,Money Transfer,0
TXN105288,2025-01-30 10:35:10,Zain Usman,Askari Bank-18042622,Khan Nida,MCB-10582146,534.04,HBL Konnect,Deposit,0
TXN105289,2025-06-21 04:11:05,Bilal Shahid,HBL-74139573,Imran Ayesha,Sindh Bank-67095050,74027.61,UBL Omni,Cash Withdrawal,0
TXN105290,2025-05-15 03:28:37,Shahid Saad,Bank Alfalah-30913756,Zain Fatima,MCB-35588385,10451.15,HBL Konnect,Loan Repayment,0
TXN105291,2025-06-08 05:53:06,Hina Hina,Faysal Bank-10332600,Zara Tariq,UBL-86743651,1870.53,UBL Omni,Cash Withdrawal,0
TXN105292,2025-04-01 15:21:20,Hina Hassan,Askari Bank-81829575,Zain Bilal,Meezan Bank-90060835,76288.21,UBL Omni,Money Transfer,0
TXN105293,2025-07-27 08:25:02,Fatima Usman,Askari Bank-14773247,Fatima Nida,Faysal Bank-68051504,31840.32,UBL Omni,Deposit,0
TXN105294,2025-04-04 02:44:43,Saad Ali,Faysal Bank-34698965,Yasir Hassan,MCB-29068593,31857.89,HBL Konnect,Loan Repayment,0
TXN105295,2025-03-02 06:01:52,Hassan Zara,Askari Bank-60081279,Yasir Shahid,MCB-20399075,67564.97,Easypaisa,Bill Payment,0
TXN105296,2025-06-03 12:36:44,Fatima Noman,Faysal Bank-40818429,Zara Nida,HBL-36831637,16757.33,UBL Omni,Money Transfer,0
TXN105297,2025-03-28 05:08:17,Usman Imran,Sindh Bank-90295762,Khan Imran,UBL-64388271,47676.85,Bank Transfer,Loan Repayment,0
TXN105298,2025-03-28 04:16:06,Bilal Amna,Bank Alfalah-35281958,Hassan Fatima,Bank Alfalah-38036676,62813.22,HBL Konnect,Bill Payment,0
TXN105299,2025-03-25 17:46:56,Ahmed Usman,Meezan Bank-96304689,Fatima Nida,MCB-53051345,81822.59,HBL Konnect,Deposit,0
TXN105300,2025-07-23 02:31:02,Usman Shahid,Askari Bank-92084510,Ahmed Khan,MCB-33992636,61627.08,HBL Konnect,Loan Repayment,0
TXN105301,2025-07-05 14:49:43,Zain Tariq,Meezan Bank-91844927,Zara Khan,Meezan Bank-85252842,85423.91,Easypaisa,Deposit,1
TXN105302,2025-05-07 20:11:12,Khan Mehdi,UBL-14706344,Noman Ayesha,Sindh Bank-51966094,53709.9,JazzCash,Bill Payment,0
TXN105303,2025-06-15 10:30:47,Noman Hassan,UBL-19751670,Ali Khan,HBL-55063810,96772.46,HBL Konnect,Cash Withdrawal,0
TXN105304,2025-04-22 21:51:44,Nida Ahmed,Sindh Bank-98592281,Khan Mehdi,Sindh Bank-66743281,97231.51,Easypaisa,Money Transfer,0
TXN105305,2025-05-26 16:31:37,Imran Ahmed,Meezan Bank-34610578,Zara Bilal,Faysal Bank-50264939,74014.59,Easypaisa,Cash Withdrawal,0
TXN105306,2025-05-06 17:18:15,Usman Mehdi,MCB-48764527,Bilal Usman,HBL-45214115,49351.32,Easypaisa,Deposit,0
TXN105307,2025-06-01 14:58:20,Shahid Fatima,UBL-96367324,Fatima Khan,UBL-59000500,84317.41,Bank Transfer,Deposit,0
TXN105308,2025-05-04 16:23:31,Ahmed Mehdi,Sindh Bank-18850100,Bilal Noman,MCB-67199332,69413.36,UBL Omni,Money Transfer,0
TXN105309,2025-05-03 07:17:39,Bilal Tariq,Meezan Bank-95237278,Saad Mehdi,UBL-69776818,21869.2,JazzCash,Loan Repayment,0
TXN105310,2025-03-18 10:20:22,Ali Noman,MCB-44240754,Imran Mehdi,Bank Alfalah-25917760,63458.56,UBL Omni,Loan Repayment,0
TXN105311,2025-04-18 11:49:17,Ali Ayesha,HBL-93530938,Hina Yasir,MCB-89114209,24138.6,HBL Konnect,Deposit,0
TXN105312,2025-06-15 00:46:21,Yasir Khan,Meezan Bank-73286139,Noman Yasir,MCB-10360253,38331.62,HBL Konnect,Deposit,0
TXN105313,2025-04-01 17:57:49,Imran Tariq,Sindh Bank-41815169,Hassan Hassan,HBL-96544351,42461.69,Bank Transfer,Cash Withdrawal,0
TXN105314,2025-06-09 16:34:35,Ali Hassan,MCB-61163176,Mehdi Bilal,Sindh Bank-56175404,17605.84,HBL Konnect,Deposit,0
TXN105315,2025-04-09 15:58:49,Zara Ali,Bank Alfalah-46106803,Yasir Imran,MCB-86990886,96251.33,UBL Omni,Bill Payment,0
TXN105316,2025-07-23 16:46:12,Fatima Ahmed,Bank Alfalah-94792910,Noman Hassan,Askari Bank-73239325,18848.63,Easypaisa,Cash Withdrawal,0
TXN105317,2025-03-24 21:43:55,Yasir Mehdi,Meezan Bank-17281841,Ahmed Hina,Faysal Bank-51999614,8168.82,UBL Omni,Loan Repayment,0
TXN105318,2025-02-21 05:08:46,Saad Ali,MCB-65103105,Zara Yasir,Faysal Bank-64367578,17522.96,HBL Konnect,Bill Payment,0
TXN105319,2025-02-25 15:17:28,Bilal Ahmed,HBL-36864933,Fatima Shahid,Bank Alfalah-82800373,45710.05,UBL Omni,Cash Withdrawal,0
TXN105320,2025-05-18 11:49:41,Saad Ayesha,Askari Bank-55160193,Amna Bilal,HBL-14133647,94057.06,UBL Omni,Cash Withdrawal,0
TXN105321,2025-06-05 08:41:20,Hina Tariq,MCB-22526558,Khan Ali,Bank Alfalah-28319357,58981.88,UBL Omni,Deposit,0
TXN105322,2025-02-27 03:42:31,Ahmed Imran,Meezan Bank-11802429,Usman Fatima,MCB-66358984,83012.61,Bank Transfer,Cash Withdrawal,0
TXN105323,2025-03-09 14:10:00,Ayesha Usman,Sindh Bank-24094579,Tariq Amna,Sindh Bank-73816752,82007.02,Bank Transfer,Deposit,0
TXN105324,2025-06-26 04:47:19,Ayesha Hassan,Meezan Bank-69488072,Ayesha Zara,Sindh Bank-26213813,95951.36,UBL Omni,Money Transfer,0
TXN105325,2025-07-27 09:56:15,Ahmed Zain,Faysal Bank-55364123,Saad Hina,Sindh Bank-82425965,37778.74,Bank Transfer,Cash Withdrawal,0
TXN105326,2025-04-05 03:45:40,Hassan Zara,Bank Alfalah-29094144,Bilal Ahmed,Sindh Bank-11486166,75519.95,Easypaisa,Loan Repayment,0
TXN105327,2025-02-24 19:40:25,Amna Ahmed,HBL-57869010,Hassan Tariq,Bank Alfalah-86101758,68183.18,UBL Omni,Money Transfer,0
TXN105328,2025-03-18 01:45:19,Noman Amna,MCB-57187859,Ali Ayesha,Sindh Bank-60301665,94464.27,HBL Konnect,Cash Withdrawal,0
TXN105329,2025-07-11 22:54:09,Noman Ali,Askari Bank-13868265,Amna Zara,UBL-92975175,80445.64,JazzCash,Loan Repayment,0
TXN105330,2025-06-07 02:32:27,Noman Mehdi,UBL-55229166,Noman Bilal,UBL-74961294,61039.78,JazzCash,Loan Repayment,0
TXN105331,2025-07-01 04:05:40,Tariq Zara,UBL-45326224,Tariq Mehdi,Bank Alfalah-56345147,9838.2,Bank Transfer,Loan Repayment,0
TXN105332,2025-04-10 16:47:11,Nida Ali,Sindh Bank-43462079,Ayesha Bilal,Faysal Bank-84932287,77926.58,HBL Konnect,Money Transfer,0
TXN105333,2025-03-15 10:54:51,Amna Usman,Sindh Bank-38541810,Hina Shahid,UBL-84707998,44382.96,HBL Konnect,Deposit,0
TXN105334,2025-05-12 07:37:28,Zain Hina,Sindh Bank-43074673,Mehdi Bilal,Faysal Bank-42714527,38559.21,JazzCash,Deposit,1
TXN105335,2025-07-06 22:21:09,Amna Ali,Meezan Bank-49435446,Ahmed Ahmed,Sindh Bank-20088774,45017.25,UBL Omni,Bill Payment,0
TXN105336,2025-07-27 00:36:11,Amna Bilal,Bank Alfalah-60838043,Shahid Zara,Askari Bank-26265445,3393.98,Bank Transfer,Loan Repayment,0
TXN105337,2025-06-23 09:20:06,Imran Khan,Askari Bank-31666528,Imran Fatima,Sindh Bank-84434594,44369.57,UBL Omni,Cash Withdrawal,0
TXN105338,2025-03-25 12:46:09,Zara Ahmed,Faysal Bank-24525137,Noman Imran,HBL-29256407,14466.48,UBL Omni,Bill Payment,0
TXN105339,2025-03-22 10:01:28,Hina Tariq,Askari Bank-14188379,Imran Hina,Bank Alfalah-33111236,34148.04,JazzCash,Loan Repayment,0
TXN105340,2025-06-25 06:28:13,Bilal Shahid,UBL-63043424,Ayesha Hina,UBL-17058471,66857.01,UBL Omni,Deposit,0
TXN105341,2025-06-28 10:01:55,Hassan Bilal,Askari Bank-32924258,Nida Ali,Meezan Bank-12738738,59700.19,JazzCash,Cash Withdrawal,0
TXN105342,2025-05-25 20:29:52,Usman Hassan,Bank Alfalah-64958971,Khan Amna,Sindh Bank-23985210,42307.03,Easypaisa,Deposit,0
TXN105343,2025-04-26 10:52:03,Imran Usman,Faysal Bank-23910577,Amna Khan,HBL-21738292,71205.4,Bank Transfer,Deposit,0
TXN105344,2025-04-03 07:24:34,Fatima Ahmed,Askari Bank-54041346,Fatima Ayesha,HBL-66748789,64845.96,HBL Konnect,Deposit,0
TXN105345,2025-03-01 01:35:11,Ayesha Noman,Askari Bank-83855322,Khan Yasir,HBL-86237963,78598.17,UBL Omni,Money Transfer,0
TXN105346,2025-03-04 21:30:39,Ahmed Ahmed,Sindh Bank-73414209,Tariq Bilal,HBL-44519233,22048.6,Easypaisa,Bill Payment,0
TXN105347,2025-07-08 00:14:24,Bilal Tariq,Bank Alfalah-22323032,Hassan Amna,Askari Bank-76452863,36064.16,JazzCash,Deposit,0
